date,location,latitude,longitude,zone,kota_adm,population_density,day_of_week,day_of_month,month,year,day_of_year,is_weekend,season,weather,temperature_c,humidity_pct,rainfall_mm,event_name,event_visitors,has_event,volume_kg,organic_kg,anorganic_kg,recyclable_kg
########,Kepulauan Seribu - Pulau Pramuka,-5.744,1.066.145,wisata,Kepulauan Seribu,450,3,12,9,2024,256,0,Kemarau,Hujan Sedang,35,77.7,6.8,Tidak Ada,0,0,11398.46,6411.65,4986.81,1531.98
########,Jakarta Pusat - Menteng,-61.944,1.068.367,urban,Jakarta Pusat,12500,4,13,9,2024,257,0,Kemarau,Cerah,35.6,73.8,0,Tidak Ada,0,0,208038.4,129182,78856.37,37704.94
########,Jakarta Pusat - Tanah Abang,-61.857,106.811,komersial,Jakarta Pusat,22000,4,13,9,2024,257,0,Kemarau,Cerah,31,61.6,8.4,Tidak Ada,0,0,432915.7,252271.9,180643.8,82329.15
########,Jakarta Pusat - Kemayoran,-61.567,1.068.557,urban,Jakarta Pusat,26500,4,13,9,2024,257,0,Kemarau,Cerah,28,68.1,0,Tidak Ada,0,0,447863.5,272939.3,174924.1,79217.45
########,Jakarta Pusat - Gambir,-61.754,1.068.272,pemerintahan,Jakarta Pusat,9800,4,13,9,2024,257,0,Kemarau,Cerah,34,71.7,0,Tidak Ada,0,0,155381.7,92131.79,63249.94,31834.43
########,Jakarta Utara - Tanjung Priok,-61.247,106.877,industri,Jakarta Utara,13500,4,13,9,2024,257,0,Kemarau,Cerah,31.2,65.8,11.9,Tidak Ada,0,0,199736.5,111075.7,88660.74,37060.89
########,Jakarta Utara - Penjaringan,-61.171,106.796,urban,Jakarta Utara,19200,4,13,9,2024,257,0,Kemarau,Cerah,35.7,73.6,2.1,Tidak Ada,0,0,342365,196841.1,145523.9,51922.89
########,Jakarta Utara - Kelapa Gading,-61.588,1.069.054,komersial,Jakarta Utara,11800,4,13,9,2024,257,0,Kemarau,Cerah,33.5,59.8,0,Tidak Ada,0,0,246388.9,149141,97247.9,42793.12
########,Jakarta Barat - Cengkareng,-6.144,1.067.284,urban,Jakarta Barat,21500,4,13,9,2024,257,0,Kemarau,Cerah,31.1,57.6,0,Tidak Ada,0,0,375746.8,217579.2,158167.7,81685.49
########,Jakarta Barat - Grogol Petamburan,-61.684,1.067.851,komersial,Jakarta Barat,19800,4,13,9,2024,257,0,Kemarau,Cerah,35.7,64.5,8.5,Tidak Ada,0,0,341094,192669.9,148424.1,55353.54
########,Jakarta Barat - Tambora,-61.503,1.068.043,urban,Jakarta Barat,44400,4,13,9,2024,257,0,Kemarau,Cerah,34.6,77.5,0,Tidak Ada,0,0,689411,380011.3,309399.7,91905.49
########,Jakarta Barat - Kebon Jeruk,-61.901,1.067.673,urban,Jakarta Barat,17500,4,13,9,2024,257,0,Kemarau,Cerah,28.7,76.3,0,Tidak Ada,0,0,296651.9,191825,104826.9,40243.25
########,Jakarta Selatan - Kebayoran Baru,-62.447,1.067.969,urban,Jakarta Selatan,14800,4,13,9,2024,257,0,Kemarau,Cerah,30.9,72.9,5.3,Tidak Ada,0,0,228086.7,134422.7,93663.98,28653.85
########,Jakarta Selatan - Tebet,-62.262,1.068.492,urban,Jakarta Selatan,21200,4,13,9,2024,257,0,Kemarau,Cerah,27.1,73.9,6.7,Tidak Ada,0,0,426622.1,248585,178037.1,58080.16
########,Jakarta Selatan - Pancoran,-6.248,1.068.418,urban,Jakarta Selatan,17600,4,13,9,2024,257,0,Kemarau,Cerah,31.8,61.9,6.2,Tidak Ada,0,0,257423.5,152354.4,105069.1,51521.86
########,Jakarta Selatan - Jagakarsa,-63.325,1.068.256,suburban,Jakarta Selatan,11500,4,13,9,2024,257,0,Kemarau,Cerah,33.4,74.8,0,Tidak Ada,0,0,130518.3,82536.25,47982.05,23256.54
########,Jakarta Timur - Jatinegara,-62.194,1.068.706,komersial,Jakarta Timur,21800,4,13,9,2024,257,0,Kemarau,Cerah,35,70.8,0,Tidak Ada,0,0,417127.8,230883.2,186244.6,83080.09
########,Jakarta Timur - Cakung,-61.824,1.069.372,industri,Jakarta Timur,14200,4,13,9,2024,257,0,Kemarau,Cerah,30.1,55.8,1.2,Tidak Ada,0,0,187504,110292.5,77211.43,38125.85
########,Jakarta Timur - Duren Sawit,-62.361,106.91,urban,Jakarta Timur,17300,4,13,9,2024,257,0,Kemarau,Cerah,28.3,63,4.5,Tidak Ada,0,0,308876.7,193816,115060.7,53735.45
########,Jakarta Timur - Matraman,-62.026,1.068.589,urban,Jakarta Timur,36200,4,13,9,2024,257,0,Kemarau,Cerah,32,59.1,4.2,Tidak Ada,0,0,667925.9,385304.8,282621.2,88248.17
########,Kepulauan Seribu - Pulau Pramuka,-5.744,1.066.145,wisata,Kepulauan Seribu,450,4,13,9,2024,257,0,Kemarau,Cerah,32.3,67.5,6.4,Tidak Ada,0,0,8299.5,4756.41,3543.09,1327.24
########,Jakarta Pusat - Menteng,-61.944,1.068.367,urban,Jakarta Pusat,12500,5,14,9,2024,258,1,Kemarau,Cerah,35.6,71.1,0.7,Tidak Ada,0,0,243159.5,136738.5,106421,41456.03
########,Jakarta Pusat - Tanah Abang,-61.857,106.811,komersial,Jakarta Pusat,22000,5,14,9,2024,258,1,Kemarau,Cerah,30.1,76.9,12.5,Tidak Ada,0,0,551574.8,313269.1,238305.7,90052.75
########,Jakarta Pusat - Kemayoran,-61.567,1.068.557,urban,Jakarta Pusat,26500,5,14,9,2024,258,1,Kemarau,Cerah,35.7,69,0,Tidak Ada,0,0,501066.4,322590.5,178475.9,99671.16
########,Jakarta Pusat - Gambir,-61.754,1.068.272,pemerintahan,Jakarta Pusat,9800,5,14,9,2024,258,1,Kemarau,Cerah,33.4,69.7,0.5,Tidak Ada,0,0,187330.3,108491.5,78838.76,25566.32
########,Jakarta Utara - Tanjung Priok,-61.247,106.877,industri,Jakarta Utara,13500,5,14,9,2024,258,1,Kemarau,Cerah,28.5,74.6,6.2,Tidak Ada,0,0,242405.3,157125.4,85279.93,38170.63
########,Jakarta Utara - Penjaringan,-61.171,106.796,urban,Jakarta Utara,19200,5,14,9,2024,258,1,Kemarau,Cerah,33.6,63.3,0,Tidak Ada,0,0,402485,237059.5,165425.6,64491.23
########,Jakarta Utara - Kelapa Gading,-61.588,1.069.054,komersial,Jakarta Utara,11800,5,14,9,2024,258,1,Kemarau,Cerah,32.7,70.8,0,Tidak Ada,0,0,232436,145245.5,87190.59,35203.77
########,Jakarta Barat - Cengkareng,-6.144,1.067.284,urban,Jakarta Barat,21500,5,14,9,2024,258,1,Kemarau,Cerah,32.1,56.5,11.3,Tidak Ada,0,0,458474.9,271124.5,187350.4,72132.09
########,Jakarta Barat - Grogol Petamburan,-61.684,1.067.851,komersial,Jakarta Barat,19800,5,14,9,2024,258,1,Kemarau,Cerah,35.4,61.2,3.6,Tidak Ada,0,0,447096.9,261390,185706.9,78993.93
########,Jakarta Barat - Tambora,-61.503,1.068.043,urban,Jakarta Barat,44400,5,14,9,2024,258,1,Kemarau,Cerah,32,69.2,3.9,Tidak Ada,0,0,826922,498085.9,328836.1,172328
########,Jakarta Barat - Kebon Jeruk,-61.901,1.067.673,urban,Jakarta Barat,17500,5,14,9,2024,258,1,Kemarau,Cerah,32.7,73.5,5.5,Tidak Ada,0,0,345858.1,214289.2,131568.9,61783.54
########,Jakarta Selatan - Kebayoran Baru,-62.447,1.067.969,urban,Jakarta Selatan,14800,5,14,9,2024,258,1,Kemarau,Cerah,33.9,60.3,5.1,Tidak Ada,0,0,264154.4,166868.4,97285.93,51140.14
########,Jakarta Selatan - Tebet,-62.262,1.068.492,urban,Jakarta Selatan,21200,5,14,9,2024,258,1,Kemarau,Cerah,33.3,63.9,0,Tidak Ada,0,0,440791.8,272132.3,168659.5,66706.1
########,Jakarta Selatan - Pancoran,-6.248,1.068.418,urban,Jakarta Selatan,17600,5,14,9,2024,258,1,Kemarau,Cerah,31,73.3,4.9,Tidak Ada,0,0,329366.7,184870.6,144496.1,61993.42
########,Jakarta Selatan - Jagakarsa,-63.325,1.068.256,suburban,Jakarta Selatan,11500,5,14,9,2024,258,1,Kemarau,Cerah,27.4,66.4,0,Tidak Ada,0,0,165220.1,101612.7,63607.41,25146.22
########,Jakarta Timur - Jatinegara,-62.194,1.068.706,komersial,Jakarta Timur,21800,5,14,9,2024,258,1,Kemarau,Cerah,30.4,73,5.7,Tidak Ada,0,0,459605.9,266000.2,193605.7,100324.6
########,Jakarta Timur - Cakung,-61.824,1.069.372,industri,Jakarta Timur,14200,5,14,9,2024,258,1,Kemarau,Cerah,29.6,67.8,2.2,Tidak Ada,0,0,254398.4,157822.5,96575.89,31110.63
########,Jakarta Timur - Duren Sawit,-62.361,106.91,urban,Jakarta Timur,17300,5,14,9,2024,258,1,Kemarau,Cerah,30.3,58.8,7.1,Tidak Ada,0,0,279633.1,178666.7,100966.3,54952.64
########,Jakarta Timur - Matraman,-62.026,1.068.589,urban,Jakarta Timur,36200,5,14,9,2024,258,1,Kemarau,Cerah,33.7,59.1,0,Tidak Ada,0,0,580349.6,376385.8,203963.7,96694.48
########,Kepulauan Seribu - Pulau Pramuka,-5.744,1.066.145,wisata,Kepulauan Seribu,450,5,14,9,2024,258,1,Kemarau,Cerah,35,65,1.9,Tidak Ada,0,0,11135.21,6865.6,4269.61,1900.33
########,Jakarta Pusat - Menteng,-61.944,1.068.367,urban,Jakarta Pusat,12500,6,15,9,2024,259,1,Kemarau,Cerah,34.1,74,6.9,Tidak Ada,0,0,255353.4,147329.9,108023.5,33136.21
########,Jakarta Pusat - Tanah Abang,-61.857,106.811,komersial,Jakarta Pusat,22000,6,15,9,2024,259,1,Kemarau,Cerah,30.4,75.1,1.5,Tidak Ada,0,0,526306.3,328934.9,197371.4,112965.4
########,Jakarta Pusat - Kemayoran,-61.567,1.068.557,urban,Jakarta Pusat,26500,6,15,9,2024,259,1,Kemarau,Cerah,30.4,76.7,1,Tidak Ada,0,0,449474.8,247366,202108.8,68777.78
########,Jakarta Pusat - Gambir,-61.754,1.068.272,pemerintahan,Jakarta Pusat,9800,6,15,9,2024,259,1,Kemarau,Cerah,35.2,60.5,0,Tidak Ada,0,0,161835.2,89416.43,72418.75,31776.98
########,Jakarta Utara - Tanjung Priok,-61.247,106.877,industri,Jakarta Utara,13500,6,15,9,2024,259,1,Kemarau,Cerah,31.7,71.9,2.1,Tidak Ada,0,0,196012.9,116761.7,79251.26,26135.24
########,Jakarta Utara - Penjaringan,-61.171,106.796,urban,Jakarta Utara,19200,6,15,9,2024,259,1,Kemarau,Cerah,32.3,58.1,4.7,Tidak Ada,0,0,311161.2,182147.4,129013.8,57209.25
########,Jakarta Utara - Kelapa Gading,-61.588,1.069.054,komersial,Jakarta Utara,11800,6,15,9,2024,259,1,Kemarau,Cerah,35.7,61.5,9.1,Tidak Ada,0,0,261502.7,148072.5,113430.2,34592.27
########,Jakarta Barat - Cengkareng,-6.144,1.067.284,urban,Jakarta Barat,21500,6,15,9,2024,259,1,Kemarau,Cerah,27.1,62.8,7.1,Tidak Ada,0,0,406420,239215.6,167204.4,77257.55
########,Jakarta Barat - Grogol Petamburan,-61.684,1.067.851,komersial,Jakarta Barat,19800,6,15,9,2024,259,1,Kemarau,Cerah,29.4,68.6,1,Tidak Ada,0,0,475744.4,286832.2,188912.2,74433.55
########,Jakarta Barat - Tambora,-61.503,1.068.043,urban,Jakarta Barat,44400,6,15,9,2024,259,1,Kemarau,Cerah,30.4,66.6,0,Tidak Ada,0,0,815945.1,472726.9,343218.1,147515.4
########,Jakarta Barat - Kebon Jeruk,-61.901,1.067.673,urban,Jakarta Barat,17500,6,15,9,2024,259,1,Kemarau,Cerah,33.7,76.8,3.6,Tidak Ada,0,0,349677.9,219067.5,130610.4,56132.28
########,Jakarta Selatan - Kebayoran Baru,-62.447,1.067.969,urban,Jakarta Selatan,14800,6,15,9,2024,259,1,Kemarau,Cerah,29.2,56.5,2.9,Tidak Ada,0,0,210177.4,117237.3,92940.04,43976.89
########,Jakarta Selatan - Tebet,-62.262,1.068.492,urban,Jakarta Selatan,21200,6,15,9,2024,259,1,Kemarau,Cerah,34.5,65.5,3.6,Tidak Ada,0,0,456997.7,269931.9,187065.9,90625.73
########,Jakarta Selatan - Pancoran,-6.248,1.068.418,urban,Jakarta Selatan,17600,6,15,9,2024,259,1,Kemarau,Cerah,35.3,60.1,15,Tidak Ada,0,0,369126.7,237687.9,131438.8,71075.55
########,Jakarta Selatan - Jagakarsa,-63.325,1.068.256,suburban,Jakarta Selatan,11500,6,15,9,2024,259,1,Kemarau,Cerah,29.9,58,2,Tidak Ada,0,0,156675.8,94004.04,62671.76,32493.36
########,Jakarta Timur - Jatinegara,-62.194,1.068.706,komersial,Jakarta Timur,21800,6,15,9,2024,259,1,Kemarau,Cerah,34.4,63.8,0,Tidak Ada,0,0,482958.5,273548.8,209409.8,74670.41
########,Jakarta Timur - Cakung,-61.824,1.069.372,industri,Jakarta Timur,14200,6,15,9,2024,259,1,Kemarau,Cerah,35.3,69.8,15.3,Tidak Ada,0,0,230382.6,143264.2,87118.43,31243.69
########,Jakarta Timur - Duren Sawit,-62.361,106.91,urban,Jakarta Timur,17300,6,15,9,2024,259,1,Kemarau,Cerah,32.3,63.8,1.2,Tidak Ada,0,0,312857.6,176756,136101.7,62029.12
########,Jakarta Timur - Matraman,-62.026,1.068.589,urban,Jakarta Timur,36200,6,15,9,2024,259,1,Kemarau,Cerah,31.7,73.8,0.9,Tidak Ada,0,0,758776.3,483701.9,275074.4,135158
########,Kepulauan Seribu - Pulau Pramuka,-5.744,1.066.145,wisata,Kepulauan Seribu,450,6,15,9,2024,259,1,Kemarau,Cerah,28.5,55.4,10.3,Tidak Ada,0,0,10523.69,5875.1,4648.59,2071.59
########,Jakarta Pusat - Menteng,-61.944,1.068.367,urban,Jakarta Pusat,12500,0,16,9,2024,260,0,Kemarau,Hujan Ringan,30.2,71.7,3.9,Tidak Ada,0,0,263005.4,157397.9,105607.5,55927.6
########,Jakarta Pusat - Tanah Abang,-61.857,106.811,komersial,Jakarta Pusat,22000,0,16,9,2024,260,0,Kemarau,Hujan Ringan,28.9,56.7,0,Tidak Ada,0,0,561472.3,317233.2,244239.1,95719.91
########,Jakarta Pusat - Kemayoran,-61.567,1.068.557,urban,Jakarta Pusat,26500,0,16,9,2024,260,0,Kemarau,Hujan Ringan,35.6,70,3.7,Tidak Ada,0,0,535963.6,311432.6,224531,95436.13
########,Jakarta Pusat - Gambir,-61.754,1.068.272,pemerintahan,Jakarta Pusat,9800,0,16,9,2024,260,0,Kemarau,Hujan Ringan,31.2,73.4,5.7,Tidak Ada,0,0,153556.8,92020.58,61536.19,24063.62
########,Jakarta Utara - Tanjung Priok,-61.247,106.877,industri,Jakarta Utara,13500,0,16,9,2024,260,0,Kemarau,Hujan Ringan,35.3,68.2,2.7,Tidak Ada,0,0,202297.5,129582.5,72714.99,35297.19
########,Jakarta Utara - Penjaringan,-61.171,106.796,urban,Jakarta Utara,19200,0,16,9,2024,260,0,Kemarau,Hujan Ringan,31.2,65.6,0,Tidak Ada,0,0,373021.6,226638.2,146383.4,52757.94
########,Jakarta Utara - Kelapa Gading,-61.588,1.069.054,komersial,Jakarta Utara,11800,0,16,9,2024,260,0,Kemarau,Hujan Ringan,31,57.8,6.6,Tidak Ada,0,0,226920.5,138007.4,88913.18,32698.16
########,Jakarta Barat - Cengkareng,-6.144,1.067.284,urban,Jakarta Barat,21500,0,16,9,2024,260,0,Kemarau,Hujan Ringan,35.7,67,2.2,Tidak Ada,0,0,411305.4,237511.2,173794.1,66094.14
########,Jakarta Barat - Grogol Petamburan,-61.684,1.067.851,komersial,Jakarta Barat,19800,0,16,9,2024,260,0,Kemarau,Hujan Ringan,27.9,69.6,3.4,Tidak Ada,0,0,472713.8,303536.5,169177.3,98518.86
########,Jakarta Barat - Tambora,-61.503,1.068.043,urban,Jakarta Barat,44400,0,16,9,2024,260,0,Kemarau,Hujan Ringan,35.8,65.9,5.1,Tidak Ada,0,0,893162.6,542855.9,350306.7,108742.2
########,Jakarta Barat - Kebon Jeruk,-61.901,1.067.673,urban,Jakarta Barat,17500,0,16,9,2024,260,0,Kemarau,Hujan Ringan,29.9,77.7,0,Tidak Ada,0,0,284882.1,168768.5,116113.7,41085.15
########,Jakarta Selatan - Kebayoran Baru,-62.447,1.067.969,urban,Jakarta Selatan,14800,0,16,9,2024,260,0,Kemarau,Hujan Ringan,29.9,67,0,Tidak Ada,0,0,297887.2,189107.6,108779.6,51457.86
########,Jakarta Selatan - Tebet,-62.262,1.068.492,urban,Jakarta Selatan,21200,0,16,9,2024,260,0,Kemarau,Hujan Ringan,30.6,55.1,4.2,Tidak Ada,0,0,429387,267322.5,162064.5,54730.24
########,Jakarta Selatan - Pancoran,-6.248,1.068.418,urban,Jakarta Selatan,17600,0,16,9,2024,260,0,Kemarau,Hujan Ringan,27,65.4,3.3,Tidak Ada,0,0,291523.2,185646.3,105877,38024.4
########,Jakarta Selatan - Jagakarsa,-63.325,1.068.256,suburban,Jakarta Selatan,11500,0,16,9,2024,260,0,Kemarau,Hujan Ringan,30.6,77.9,0,Tidak Ada,0,0,172115.6,110497.1,61618.51,21375.69
########,Jakarta Timur - Jatinegara,-62.194,1.068.706,komersial,Jakarta Timur,21800,0,16,9,2024,260,0,Kemarau,Hujan Ringan,33.5,58.8,0.2,Tidak Ada,0,0,464414.6,262617.7,201796.9,69772.21
########,Jakarta Timur - Cakung,-61.824,1.069.372,industri,Jakarta Timur,14200,0,16,9,2024,260,0,Kemarau,Hujan Ringan,29,68.9,3.9,Tidak Ada,0,0,189317.9,119823,69494.9,22842.95
########,Jakarta Timur - Duren Sawit,-62.361,106.91,urban,Jakarta Timur,17300,0,16,9,2024,260,0,Kemarau,Hujan Ringan,32.6,69.7,0,Tidak Ada,0,0,330492.5,196187.2,134305.3,67834.35
########,Jakarta Timur - Matraman,-62.026,1.068.589,urban,Jakarta Timur,36200,0,16,9,2024,260,0,Kemarau,Hujan Ringan,35.9,71.2,13.7,Tidak Ada,0,0,718303.6,438734.1,279569.5,113667.5
########,Kepulauan Seribu - Pulau Pramuka,-5.744,1.066.145,wisata,Kepulauan Seribu,450,0,16,9,2024,260,0,Kemarau,Hujan Ringan,29.1,64.5,2.4,Tidak Ada,0,0,10878.35,6031.74,4846.61,1528.31
########,Jakarta Pusat - Menteng,-61.944,1.068.367,urban,Jakarta Pusat,12500,1,17,9,2024,261,0,Kemarau,Cerah,35,65.8,5.8,Tidak Ada,0,0,183522.8,104385.5,79137.3,30671.01
########,Jakarta Pusat - Tanah Abang,-61.857,106.811,komersial,Jakarta Pusat,22000,1,17,9,2024,261,0,Kemarau,Cerah,28.9,68.2,0,Tidak Ada,0,0,497060.9,286168.6,210892.3,77215.25
########,Jakarta Pusat - Kemayoran,-61.567,1.068.557,urban,Jakarta Pusat,26500,1,17,9,2024,261,0,Kemarau,Cerah,29.3,58.5,9,Tidak Ada,0,0,490598.7,282330.6,208268.1,97121.29
########,Jakarta Pusat - Gambir,-61.754,1.068.272,pemerintahan,Jakarta Pusat,9800,1,17,9,2024,261,0,Kemarau,Cerah,34.8,61.7,0,Tidak Ada,0,0,164550.6,92839.46,71711.1,30410.38
########,Jakarta Utara - Tanjung Priok,-61.247,106.877,industri,Jakarta Utara,13500,1,17,9,2024,261,0,Kemarau,Cerah,35.6,64.6,1.6,Tidak Ada,0,0,160816.2,94258.6,66557.63,19651.27
########,Jakarta Utara - Penjaringan,-61.171,106.796,urban,Jakarta Utara,19200,1,17,9,2024,261,0,Kemarau,Cerah,33.4,75.8,4.8,Tidak Ada,0,0,306880.7,193714,113166.7,63221.94
########,Jakarta Utara - Kelapa Gading,-61.588,1.069.054,komersial,Jakarta Utara,11800,1,17,9,2024,261,0,Kemarau,Cerah,34.7,60,0,Tidak Ada,0,0,227335,139131.5,88203.48,40833.75
########,Jakarta Barat - Cengkareng,-6.144,1.067.284,urban,Jakarta Barat,21500,1,17,9,2024,261,0,Kemarau,Cerah,32.1,66.5,0,Tidak Ada,0,0,340200.9,217441.1,122759.8,72837.93
########,Jakarta Barat - Grogol Petamburan,-61.684,1.067.851,komersial,Jakarta Barat,19800,1,17,9,2024,261,0,Kemarau,Cerah,31.1,66.9,10.2,Tidak Ada,0,0,446318.8,253076.4,193242.5,84194.07
########,Jakarta Barat - Tambora,-61.503,1.068.043,urban,Jakarta Barat,44400,1,17,9,2024,261,0,Kemarau,Cerah,32.6,64.1,8.5,Tidak Ada,0,0,772308,482593.9,289714.1,133046
########,Jakarta Barat - Kebon Jeruk,-61.901,1.067.673,urban,Jakarta Barat,17500,1,17,9,2024,261,0,Kemarau,Cerah,33.3,73.1,10.3,Tidak Ada,0,0,288329.8,178194,110135.9,52517.24
########,Jakarta Selatan - Kebayoran Baru,-62.447,1.067.969,urban,Jakarta Selatan,14800,1,17,9,2024,261,0,Kemarau,Cerah,33.8,58.9,3.3,Tidak Ada,0,0,281599,168882.2,112716.8,60730.6
########,Jakarta Selatan - Tebet,-62.262,1.068.492,urban,Jakarta Selatan,21200,1,17,9,2024,261,0,Kemarau,Cerah,27.8,64.1,9.3,Tidak Ada,0,0,361870.3,234653.4,127216.9,69436.36
########,Jakarta Selatan - Pancoran,-6.248,1.068.418,urban,Jakarta Selatan,17600,1,17,9,2024,261,0,Kemarau,Cerah,32.9,68.3,3.3,Tidak Ada,0,0,331246,206344.6,124901.4,51984.43
########,Jakarta Selatan - Jagakarsa,-63.325,1.068.256,suburban,Jakarta Selatan,11500,1,17,9,2024,261,0,Kemarau,Cerah,28.4,56.3,0.6,Tidak Ada,0,0,137960.7,80584.54,57376.17,19252.19
########,Jakarta Timur - Jatinegara,-62.194,1.068.706,komersial,Jakarta Timur,21800,1,17,9,2024,261,0,Kemarau,Cerah,31.3,66.8,6.4,Tidak Ada,0,0,407418.4,235908.3,171510.1,57292.32
########,Jakarta Timur - Cakung,-61.824,1.069.372,industri,Jakarta Timur,14200,1,17,9,2024,261,0,Kemarau,Cerah,32.3,66.6,0,Tidak Ada,0,0,208942.9,130025.1,78917.72,32884.26
########,Jakarta Timur - Duren Sawit,-62.361,106.91,urban,Jakarta Timur,17300,1,17,9,2024,261,0,Kemarau,Cerah,29.9,76.3,0,Tidak Ada,0,0,307754.6,193930.1,113824.5,56897.46
########,Jakarta Timur - Matraman,-62.026,1.068.589,urban,Jakarta Timur,36200,1,17,9,2024,261,0,Kemarau,Cerah,34.6,63.2,1.4,Tidak Ada,0,0,503512,297486.7,206025.3,95268.24
########,Kepulauan Seribu - Pulau Pramuka,-5.744,1.066.145,wisata,Kepulauan Seribu,450,1,17,9,2024,261,0,Kemarau,Cerah,34.2,66,0,Tidak Ada,0,0,10322.35,6628.2,3694.15,1427.88
########,Jakarta Pusat - Menteng,-61.944,1.068.367,urban,Jakarta Pusat,12500,2,18,9,2024,262,0,Kemarau,Hujan Ringan,29.9,65.6,3.5,Tidak Ada,0,0,170062.6,105383.4,64679.2,35723.81
########,Jakarta Pusat - Tanah Abang,-61.857,106.811,komersial,Jakarta Pusat,22000,2,18,9,2024,262,0,Kemarau,Hujan Ringan,34.1,64.9,0.2,Tidak Ada,0,0,425800.2,267312.7,158487.5,59640.31
########,Jakarta Pusat - Kemayoran,-61.567,1.068.557,urban,Jakarta Pusat,26500,2,18,9,2024,262,0,Kemarau,Hujan Ringan,34.9,73.5,9.1,Tidak Ada,0,0,461707.9,254083.6,207624.3,95793.83
########,Jakarta Pusat - Gambir,-61.754,1.068.272,pemerintahan,Jakarta Pusat,9800,2,18,9,2024,262,0,Kemarau,Hujan Ringan,28.4,60.6,0,Tidak Ada,0,0,147005.8,91804.01,55201.75,24834.46
########,Jakarta Utara - Tanjung Priok,-61.247,106.877,industri,Jakarta Utara,13500,2,18,9,2024,262,0,Kemarau,Hujan Ringan,31,63.1,11.8,Tidak Ada,0,0,198355.2,123944.3,74410.95,36916.15
########,Jakarta Utara - Penjaringan,-61.171,106.796,urban,Jakarta Utara,19200,2,18,9,2024,262,0,Kemarau,Hujan Ringan,32.2,63.5,8.7,Tidak Ada,0,0,315205.3,198193.9,117011.4,59253.65
########,Jakarta Utara - Kelapa Gading,-61.588,1.069.054,komersial,Jakarta Utara,11800,2,18,9,2024,262,0,Kemarau,Hujan Ringan,35.8,58,0,Tidak Ada,0,0,260364.7,145579,114785.7,56513.26
########,Jakarta Barat - Cengkareng,-6.144,1.067.284,urban,Jakarta Barat,21500,2,18,9,2024,262,0,Kemarau,Hujan Ringan,30.3,71.2,0,Tidak Ada,0,0,375690.6,242834.5,132856.1,60122.17
########,Jakarta Barat - Grogol Petamburan,-61.684,1.067.851,komersial,Jakarta Barat,19800,2,18,9,2024,262,0,Kemarau,Hujan Ringan,28.5,67.6,0,Tidak Ada,0,0,390628.7,226225.1,164403.6,70373.11
########,Jakarta Barat - Tambora,-61.503,1.068.043,urban,Jakarta Barat,44400,2,18,9,2024,262,0,Kemarau,Hujan Ringan,31,57.2,8.8,Tidak Ada,0,0,795055.7,491622.4,303433.3,101389.3
########,Jakarta Barat - Kebon Jeruk,-61.901,1.067.673,urban,Jakarta Barat,17500,2,18,9,2024,262,0,Kemarau,Hujan Ringan,29.8,66.7,6.5,Tidak Ada,0,0,263340.8,152402.3,110938.5,33622.47
########,Jakarta Selatan - Kebayoran Baru,-62.447,1.067.969,urban,Jakarta Selatan,14800,2,18,9,2024,262,0,Kemarau,Hujan Ringan,31.8,74.2,3.7,Tidak Ada,0,0,245548.2,151048,94500.23,41470.04
########,Jakarta Selatan - Tebet,-62.262,1.068.492,urban,Jakarta Selatan,21200,2,18,9,2024,262,0,Kemarau,Hujan Ringan,31.7,74.1,0.5,Tidak Ada,0,0,339250.8,205308.1,133942.7,72770.04
########,Jakarta Selatan - Pancoran,-6.248,1.068.418,urban,Jakarta Selatan,17600,2,18,9,2024,262,0,Kemarau,Hujan Ringan,31.8,66.7,11.1,Tidak Ada,0,0,317354,195095.1,122258.9,50988.63
########,Jakarta Selatan - Jagakarsa,-63.325,1.068.256,suburban,Jakarta Selatan,11500,2,18,9,2024,262,0,Kemarau,Hujan Ringan,33.2,76.9,11.1,Tidak Ada,0,0,141419.6,79191.68,62227.91,28124.25
########,Jakarta Timur - Jatinegara,-62.194,1.068.706,komersial,Jakarta Timur,21800,2,18,9,2024,262,0,Kemarau,Hujan Ringan,27.6,75.9,2.3,Tidak Ada,0,0,416110.6,233921.6,182189.1,82111.93
########,Jakarta Timur - Cakung,-61.824,1.069.372,industri,Jakarta Timur,14200,2,18,9,2024,262,0,Kemarau,Hujan Ringan,28.9,68.7,1.5,Tidak Ada,0,0,223763,140377.9,83385.14,46345.82
########,Jakarta Timur - Duren Sawit,-62.361,106.91,urban,Jakarta Timur,17300,2,18,9,2024,262,0,Kemarau,Hujan Ringan,27.6,63.7,0,Tidak Ada,0,0,342203.5,189057.7,153145.9,71969.41
########,Jakarta Timur - Matraman,-62.026,1.068.589,urban,Jakarta Timur,36200,2,18,9,2024,262,0,Kemarau,Hujan Ringan,31.8,76.8,2.4,Tidak Ada,0,0,649868.9,366611.5,283257.4,135481.9
########,Kepulauan Seribu - Pulau Pramuka,-5.744,1.066.145,wisata,Kepulauan Seribu,450,2,18,9,2024,262,0,Kemarau,Hujan Ringan,30.8,75.5,0,Tidak Ada,0,0,9944.61,6159.93,3784.67,2020.66
########,Jakarta Pusat - Menteng,-61.944,1.068.367,urban,Jakarta Pusat,12500,3,19,9,2024,263,0,Kemarau,Cerah,34.9,77.6,9.6,Tidak Ada,0,0,175211.5,98141.83,77069.65,27800.18
